CELEX,Directive name,Date of document,Date of effect,Amending,Country Code,Country,Measure Title,Transposition Deadline,Publication Date,Subject matter,Compliance_days,Compliance_weeks,Compliance_months
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,Région de Bruxelles-Capitale: 22 SEPTEMBRE 2020. - Arrêté ministériel portant sur l'adaptation des coefficients multiplicateurs du nombre de certificats verts octroyés pour les installations photovoltaïques,2021-06-30,2020-09-25,"Energy, Environment",-278.0,-39.714285714285715,-9.266666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,"SERVICE PUBLIC DE WALLONIE - 15 OCTOBRE 2020. — Décret relatif à l’organisation du marché de l’énergie thermique
et aux réseaux d’énergie thermique",2021-06-30,2020-10-28,"Energy, Environment",-245.0,-35.0,-8.166666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,SERVICE PUBLIC DE WALLONIE - 15 OCTOBRE 2020. — Décret relatif à l’organisation du marché de l’énergie thermique et aux réseaux d’énergie thermique,2021-06-30,2020-10-28,"Energy, Environment",-245.0,-35.0,-8.166666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,SERVICE PUBLIC DE WALLONIE - 17 DÉCEMBRE 2020. — Décret modifiant le décret du 28 novembre 2013 relatif à la performance énergétique des bâtiments,2021-06-30,2021-02-03,"Energy, Environment",-147.0,-21.0,-4.9
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,"SERVICE PUBLIC DE WALLONIE - 2 MAI 2019. — Décret modifiant les décrets des 12 avril 2001 relatif à l’organisation du marché régional de
l’électricité, du 19 décembre 2002 relatif à l’organisation du marché régional du gaz et du 19 janvier 2017 relatif à la méthodologie tarifaire applicable aux gestionnaires de réseau de distribution de gaz et d’électricité en vue de favoriser le développement des communautés d’énergie renouvelable",2021-06-30,2019-09-13,"Energy, Environment",-656.0,-93.71428571428571,-21.866666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,SERVICE PUBLIC DE WALLONIE - 7 JUILLET 2022. — Arrêté du Gouvernement wallon portant exécution du décret du 15 octobre 2020 relatif à l’organisation du marché de l’énergie thermique et aux réseaux d’énergie thermique,2021-06-30,2022-10-12,"Energy, Environment",469.0,67.0,15.633333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,SERVICE PUBLIC DE WALLONIE − 5 MAI 2022. — Décret modifiant diverses dispositions en matière d’énergie dans le cadre de la transposition partielle des directives 2019/944/UE du 5 juin 2019 concernant des règles communes pour le marché intérieur de l’électricité et 2018/2001/UE du 11 décembre 2018 relative à la promotion de l’utilisation de l’énergie produite à partir de sources renouvelables et en vue d’adapter les principes relatifs à la méthodologie tarifaire,2021-06-30,2022-10-05,"Energy, Environment",462.0,66.0,15.4
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,Service public de Wallonie - 19 AVRIL 2024. - Arrêté du Gouvernement wallon modifiant l'arrêté du Gouvernement wallon du 30 novembre 2006 relatif à la promotion de l'électricité verte produite au moyen de sources d'énergie renouvelables ou de cogénération et modifiant l'arrêté du Gouvernement wallon du 10 février 2022 relatif aux critères de durabilité de la biomasse pour la production d'énergie et des critères de réduction des émissions de gaz à effet de serre et modifiant l'arrêté du Gouvernement wallon du 30 novembre 2006 relatif à la promotion de l'électricité produite au moyen de sources d'énergie renouvelables ou de cogénération,2021-06-30,2024-07-19,"Energy, Environment",1115.0,159.28571428571428,37.166666666666664
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,"Service public de Wallonie - 25 AVRIL 2024. - Décret modifiant les décrets du 12 avril 2001 relatif à l'organisation du marché régional de l'électricité, du 19 décembre 2002 relatif à l'organisation du marché régional du gaz, du 19 janvier 2017 relatif à la méthodologie tarifaire applicable aux gestionnaires de réseaux de distribution de gaz et d'électricité et du 17 décembre 2020 relatif à l'octroi d'une prime pour l'installation d'équipements de mesurage et de pilotage",2021-06-30,2024-10-04,"Energy, Environment",1192.0,170.28571428571428,39.733333333333334
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,"Service public de Wallonie - 27 mai 2019  Arrêté ministériel portant exécution de l'arrêté du Gouvernement wallon du 4 avril 2019 instaurant un régime de primes pour la réalisation d'un audit, de ses rapports de suivi des travaux et des investissements économiseurs d'énergie et de rénovation d'un logement",2021-06-30,2019-09-02,"Energy, Environment",-667.0,-95.28571428571429,-22.233333333333334
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,"Service public de Wallonie - 28 mars 2019 Arrêté ministériel portant exécution partielle, en matière d'Energie, de l'arrêté du Gouvernement wallon du 23 février 2017 portant exécution des chapitres 1, 3 et 4 du décret du 21 décembre 2016 portant octroi d'aides, au moyen d'un portefeuille intégré d'aides en Région wallonne, aux porteurs de projets et aux petites et moyennes entreprises pour rémunérer des services promouvant l'entrepreneuriat ou la croissance, et constituant une banque de données de sources authentiques
liées à ce portefeuille intégré",2021-06-30,2019-12-18,"Energy, Environment",-560.0,-80.0,-18.666666666666668
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,Tableau de concordance Directive 2018/2001/Loi du 31 juillet 2023,2021-06-30,2023-09-15,"Energy, Environment",807.0,115.28571428571429,26.9
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BEL,Belgium,"VLAAMSE OVERHEID - 26 APRIL 2019. — Decreet houdende invoering van een systeem van garanties van oorsprong voor gas, warmte en koude",2021-06-30,2019-05-20,"Energy, Environment",-772.0,-110.28571428571429,-25.733333333333334
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,ЗАКОН за енергетиката,2021-06-30,2023-02-02,"Energy, Environment",582.0,83.14285714285714,19.4
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,ЗАКОН за енергията от възобновяеми източници,2021-06-30,2023-02-02,"Energy, Environment",582.0,83.14285714285714,19.4
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,ЗАКОН за енергията от възобновяеми източници,2021-06-30,2025-06-10,"Energy, Environment",1441.0,205.85714285714286,48.03333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,Закон за енергийната ефективност,2021-06-30,2021-03-12,"Energy, Environment",-110.0,-15.714285714285714,-3.6666666666666665
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,Закон за малките и средните предприятия,2021-06-30,2020-03-13,"Energy, Environment",-474.0,-67.71428571428571,-15.8
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,Закон за местните данъци и такси,2021-06-30,2022-12-30,"Energy, Environment",548.0,78.28571428571429,18.266666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,Закон за управление на отпадъците,2021-06-30,2022-03-01,"Energy, Environment",244.0,34.857142857142854,8.133333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,Закон за устройство на територията,2021-06-30,2023-01-20,"Energy, Environment",569.0,81.28571428571429,18.966666666666665
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,Закон за чистотата на атмосферния въздух,2021-06-30,2022-12-23,"Energy, Environment",541.0,77.28571428571429,18.033333333333335
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,НАРЕДБА за административното обслужване,2021-06-30,2022-06-24,"Energy, Environment",359.0,51.285714285714285,11.966666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,НАРЕДБА за критериите за устойчивост на биогоривата и течните горива от биомаса,2021-06-30,2019-02-01,"Energy, Environment",-880.0,-125.71428571428571,-29.333333333333332
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,"НАРЕДБА за критериите за устойчивост на биогоривата, течните горива от биомаса и газообразните и твърдите горива от биомаса",2021-06-30,2024-03-26,"Energy, Environment",1000.0,142.85714285714286,33.333333333333336
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,"НАРЕДБА № 1 от 5.02.2021 г. за придобиване на квалификация по професията ""Монтьор на енергийни съоръжения и инсталации""",2021-06-30,2021-02-26,"Energy, Environment",-124.0,-17.714285714285715,-4.133333333333334
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,"НАРЕДБА № 2 от 4.02.2019 г. за придобиване на квалификация по професията ""Техник на енергийни съоръжения и инсталации""",2021-06-30,2022-07-29,"Energy, Environment",394.0,56.285714285714285,13.133333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,НАРЕДБА № Е-РД-04-1 от 4.12.2023 г. за изчисляването на дeлa на енергията от възобновяеми източници в брутното крайно потребление на енергия и дела на възобновяеми източници в транспорта,2021-06-30,2023-12-12,"Energy, Environment",895.0,127.85714285714286,29.833333333333332
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,"НАРЕДБА № Е-РД-04-2 от 16.12.2022 г. за обследване за енергийна ефективност, сертифициране и оценка на енергийните спестявания на сгради",2021-06-30,2022-12-23,"Energy, Environment",541.0,77.28571428571429,18.033333333333335
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,НАРЕДБА № РД-02-20-2 от 20.12.2017 г. за планиране и проектиране на комуникационно-транспортната система на урбанизираните територии,2021-06-30,2022-10-04,"Energy, Environment",461.0,65.85714285714286,15.366666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,НАРЕДБА № РД-02-20-3 от 9.11.2022 г. за техническите изисквания към енергийните характеристики на сгради,2021-06-30,2022-11-09,"Energy, Environment",497.0,71.0,16.566666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,НАРЕДБА № РД-16-869 от 2.08.2011 г. за изчисляването на общия дял на енергията от възобновяеми източници в брутното крайно потребление на енергия и потреблението на биогорива и енергия от възобновяеми източници в транспорта,2021-06-30,2019-03-19,"Energy, Environment",-834.0,-119.14285714285714,-27.8
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,BGR,Bulgaria,Наредба № Е-РД-04-2 от 2 април 2024 г. за гаранциите за произход на енергията от възобновяеми източници,2021-06-30,2024-04-09,"Energy, Environment",1014.0,144.85714285714286,33.8
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,Ο Περί Ρύθμισης της Αγοράς Ηλεκτρισμού Νόμος του 2021.,2021-06-30,2021-10-07,"Energy, Environment",99.0,14.142857142857142,3.3
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,"Ο περί Προδιαγραφών, Κριτηρίων Αειφορίας και Μείωσης των Εκπομπών των Καυσίμων Νόμος του 2022.",2021-06-30,2022-07-15,"Energy, Environment",380.0,54.285714285714285,12.666666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,Ο περί Προώθησης και Ενθάρρυνσης της Χρήσης των Ανανεώσιμων Πηγών Ενέργειας Νόμος του 2022.,2021-06-30,2022-07-15,"Energy, Environment",380.0,54.285714285714285,12.666666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,Ρυθμιστική Απόφαση για το Ρυθμιστικό πλαίσιο για την δραστηριοποίηση των ενεργών πελατών και των αυτοκαταναλωτών ενέργειας από ανανεώσιμες πηγές του 2024.,2021-06-30,2024-11-15,"Energy, Environment",1234.0,176.28571428571428,41.13333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,Ρυθμιστική Απόφαση που αφορά τον καθορισμό ρυθμιστικού πλαισίου για την προώθηση και τη διευκόλυνση της ανάπτυξης των ενεργειακών κοινοτήτων ανανεώσιμης ενέργειας του 2024.,2021-06-30,2024-11-15,"Energy, Environment",1234.0,176.28571428571428,41.13333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,Το περί Καθορισμού της Μείωσης των Εκπομπών Αερίων του Θερμοκηπίου από την  Χρήση των Ανανεώσιμων Υγρών και Αερίων  Καυσίμων Μεταφορών μη Βιολογικής Προέλευσης και των Καυσίμων Ανακυκλομένου Άνθρακα Διάταγμα του 2024.,2021-06-30,2024-11-22,"Energy, Environment",1241.0,177.28571428571428,41.36666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,"Το περί της Μεθοδολογίας Υπολογισμού των Εκπομπών Αερίων του Θερμοκηπίου στον Κύκλο Ζωής των Βιοκαυσίμων, Βιορευστών και των Καυσίμων Βιομάζας Διάταγμα του 2024.",2021-06-30,2024-11-22,"Energy, Environment",1241.0,177.28571428571428,41.36666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CYP,Cyprus,Το περί του Ποσοστού Ανάμιξης των Συμβατικών Καυσίμων των Μεταφορών με Βιοκαύσιμα Διάταγμα του 2024.,2021-06-30,2024-11-22,"Energy, Environment",1241.0,177.28571428571428,41.36666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Nařízení vlády č. 107/2022 Sb., kterým se mění nařízení vlády č. 189/2018 Sb., o kritériích udržitelnosti biopaliv a snižování emisí skleníkových plynů z pohonných hmot, ve znění nařízení vlády č. 492/2020 Sb.",2021-06-30,2022-05-05,"Energy, Environment",309.0,44.142857142857146,10.3
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Nařízení vlády č. 108/2025 Sb., kterým se mění nařízení vlády č. 189/2018 Sb., o kritériích udržitelnosti biopaliv a snižování emisí skleníkových plynů z pohonných hmot, ve znění pozdějších předpisů",2021-06-30,2025-04-02,"Energy, Environment",1372.0,196.0,45.733333333333334
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Nařízení vlády č. 28/2025 Sb., kterým se mění nařízení vlády č. 74/2017 Sb., o stanovení některých podmínek pro poskytování podpory na dodávky ovoce, zeleniny, mléka a výrobků z nich do škol a o změně některých souvisejících nařízení vlády, ve znění pozdějších předpisů",2021-06-30,2025-02-13,"Energy, Environment",1324.0,189.14285714285714,44.13333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Nařízení vlády č. 492/2020 Sb., kterým se mění nařízení vlády č. 189/2018 Sb., o kritériích udržitelnosti biopaliv a snižování emisí skleníkových plynů z pohonných hmot",2021-06-30,2020-12-02,"Energy, Environment",-210.0,-30.0,-7.0
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 110/2022 Sb., o stanovení druhů a parametrů podporovaných obnovitelných zdrojů a kritérií udržitelnosti a úspory emisí skleníkových plynů pro biokapaliny a paliva z biomasy",2021-06-30,2022-05-05,"Energy, Environment",309.0,44.142857142857146,10.3
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 166/2022 Sb., o vykazování energie z podporovaných zdrojů",2021-06-30,2022-06-24,"Energy, Environment",359.0,51.285714285714285,11.966666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 172/2021 Sb., kterou se mění vyhláška č. 305/2020 Sb., o stanovení způsobu zahrnutí kompenzace do výše úhrad za hrazené služby poskytnuté v roce 2020",2021-06-30,2021-04-27,"Energy, Environment",-64.0,-9.142857142857142,-2.1333333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 18/2025 Sb., kterou se mění vyhláška č. 273/2021 Sb., o podrobnostech nakládání s odpady, ve znění pozdějších předpisů, a další související vyhlášky v oblasti odpadového hospodářství",2021-06-30,2025-01-23,"Energy, Environment",1303.0,186.14285714285714,43.43333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 207/2021 Sb., o vyúčtování dodávek a souvisejících služeb v energetických odvětvích",2021-06-30,2021-05-28,"Energy, Environment",-33.0,-4.714285714285714,-1.1
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 222/2024 Sb., kterou se mění vyhláška č. 264/2020 Sb., o energetické náročnosti budov",2021-06-30,2024-07-18,"Energy, Environment",1114.0,159.14285714285714,37.13333333333333
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 248/2024 Sb., kterou se mění vyhláška č. 16/2016 Sb., o podmínkách připojení k elektrizační soustavě, ve znění vyhlášky č. 487/2021 Sb.",2021-06-30,2024-08-22,"Energy, Environment",1149.0,164.14285714285714,38.3
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 264/2020 Sb., o energetické náročnosti budov",2021-06-30,2020-06-05,"Energy, Environment",-390.0,-55.714285714285715,-13.0
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 273/2021 Sb., o podrobnostech nakládání s odpady",2021-06-30,2021-07-23,"Energy, Environment",23.0,3.2857142857142856,0.7666666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 328/2022 Sb., o zárukách původu energie",2021-06-30,2022-11-03,"Energy, Environment",491.0,70.14285714285714,16.366666666666667
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 360/2019 Sb., kterou se mění vyhláška č. 403/2015 Sb., o zárukách původu elektřiny z obnovitelných zdrojů energie a elektřiny z vysokoúčinné kombinované výroby elektřiny a tepla",2021-06-30,2019-12-31,"Energy, Environment",-547.0,-78.14285714285714,-18.233333333333334
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 376/2021 Sb., kterou se mění vyhláška č. 269/2015 Sb., o rozúčtování nákladů na vytápění a společnou přípravu teplé vody pro dům",2021-06-30,2021-10-18,"Energy, Environment",110.0,15.714285714285714,3.6666666666666665
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 445/2022 Sb., kterou se mění vyhláška č. 273/2021 Sb., o podrobnostech nakládání s odpady, ve znění vyhlášky č. 78/2022 Sb., a další související vyhlášky v oblasti odpadového hospodářství",2021-06-30,2022-12-23,"Energy, Environment",541.0,77.28571428571429,18.033333333333335
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 487/2021 Sb., kterou se mění vyhláška č. 16/2016 Sb., o podmínkách připojení k elektrizační soustavě",2021-06-30,2021-12-23,"Energy, Environment",176.0,25.142857142857142,5.866666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 488/2021 Sb., o podmínkách připojení k plynárenské soustavě",2021-06-30,2021-12-23,"Energy, Environment",176.0,25.142857142857142,5.866666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 490/2021 Sb., kterou se mění vyhláška č. 408/2015 Sb., o Pravidlech trhu s elektřinou, ve znění pozdějších předpisů",2021-06-30,2021-12-23,"Energy, Environment",176.0,25.142857142857142,5.866666666666666
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Vyhláška č. 6/2024 Sb., kterou se mění vyhláška č. 408/2015 Sb., o Pravidlech trhu s elektřinou, ve znění pozdějších předpisů, a vyhláška č. 490/2021 Sb., kterou se mění vyhláška č. 408/2015 Sb., o Pravidlech trhu s elektřinou, ve znění pozdějších předpisů",2021-06-30,2024-01-16,"Energy, Environment",930.0,132.85714285714286,31.0
32018L2001,Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018 on the promotion of the use of energy from renewable sources (recast) (Text with EEA relevance.),2018-11-12,2018-12-24,False,CZE,Czechia,"Zákon 284/2021 Sb., kterým se mění některé zákony v souvislosti s přijetím stavebního zákona",2021-06-30,2021-07-29,"Energy, Environment",29.0,4.142857142857143,0.9666666666666667
