CELEX,Directive name,Date of document,Date of effect,Amending,Country Code,Country,Measure Title,Transposition Deadline,Publication Date,Subject matter,Compliance_days,Compliance_weeks,Compliance_months
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"2020.gada 16.jūnija Ministru kabineta noteikumi Nr. 387 Grozījumi Ministru kabineta 2015. gada 30. jūnija noteikumos Nr. 331 ""Noteikumi par Latvijas būvnormatīvu LBN 208-15 ""Publiskas būves""""",2020-03-10,2020-06-19,"Energy, Environment",101.0,14.428571428571429,3.3666666666666667
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"2021. gada 21. janvāra likums ""Grozījumi Dzīvokļa īpašuma likumā"".",2020-03-10,2021-02-01,"Energy, Environment",328.0,46.857142857142854,10.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Grozījumi Ministru kabineta 2015. gada 9. jūnija noteikumos Nr. 294 ""Noteikumi par Latvijas būvnormatīvu LBN 261-15 ""Ēku iekšējā elektroinstalācija""""",2020-03-10,2022-09-23,"Energy, Environment",927.0,132.42857142857142,30.9
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,Latvijas Nacionālais enerģētikas un klimata plāns 2021.-2030. gadam,2020-03-10,2020-02-11,"Energy, Environment",-28.0,-4.0,-0.9333333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2019.gada 25.jūnija noteikumi Nr.280 ""Noteikumi par Latvijas būvnormatīvu LBN 002-19 ""Ēku norobežojošo konstrukciju siltumtehnika""""""",2020-03-10,2019-07-05,"Energy, Environment",-249.0,-35.57142857142857,-8.3
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2020. gada 10. decembra noteikumi Nr. 730 ""Ekspluatējamu ēku energoefektivitātes minimālās prasības"".",2020-03-10,2020-12-14,"Energy, Environment",279.0,39.857142857142854,9.3
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2020. gada 4. februāra rīkojums Nr. 46 ""Par Latvijas Nacionālo enerģētikas un klimata plānu 2021.-2030. gadam""",2020-03-10,2020-02-11,"Energy, Environment",-28.0,-4.0,-0.9333333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2021. gada 8. aprīļa noteikumi Nr. 222 ""Ēku energoefektivitātes aprēķina metodes un ēku energosertifikācijas noteikumi"".",2020-03-10,2021-04-14,"Energy, Environment",400.0,57.142857142857146,13.333333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2022. gada 14. jūlija noteikumi Nr. 460 ""Eiropas Savienības Atveseļošanas un noturības mehānisma plāna 1.2. reformu un investīciju virziena ""Energoefektivitātes uzlabošana"" 1.2.1.1.i. investīcijas ""Daudzdzīvokļu māju energoefektivitātes uzlabošana un pāreja uz atjaunojamo energoresursu tehnoloģiju izmantošanu"" īstenošanas noteikumi""",2020-03-10,2022-07-19,"Energy, Environment",861.0,123.0,28.7
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2022. gada 20. septembra noteikumi Nr. 578 ""Grozījumi Ministru kabineta 2015. gada 9. jūnija noteikumos Nr. 294 ""Noteikumi par Latvijas būvnormatīvu LBN 261-15 ""Ēku iekšējā elektroinstalācija"""""".",2020-03-10,2022-09-23,"Energy, Environment",927.0,132.42857142857142,30.9
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2022. gada 20. septembra noteikumi Nr. 579 ""Grozījumi Ministru kabineta 2015. gada 16. jūnija noteikumos Nr. 310 ""Noteikumi par Latvijas būvnormatīvu LBN 231-15 ""Dzīvojamo un publisko ēku apkure un ventilācija"""""".",2020-03-10,2022-09-23,"Energy, Environment",927.0,132.42857142857142,30.9
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,LVA,Latvia,"Ministru kabineta 2022. gada 20. septembra noteikumi Nr. 594 ""Eiropas Savienības Atveseļošanas un noturības mehānisma plāna 1.2. reformu un investīciju virziena ""Energoefektivitātes uzlabošana"" 1.2.1.2.i. investīcijas ""Energoefektivitātes paaugstināšana uzņēmējdarbībā (ietverot pāreju uz atjaunojamo energoresursu tehnoloģiju izmantošanu siltumapgādē un pētniecības un attīstības aktivitātes (t. sk. bioekonomikā))"" 1.2.1.2.i.1. pasākuma ""Energoefektivitātes paaugstināšana uzņēmējdarbībā (ietverot pāreju uz atjaunojamo energoresursu tehnoloģiju izmantošanu siltumapgādē)"" īstenošanas noteikumi""",2020-03-10,2022-10-04,"Energy, Environment",938.0,134.0,31.266666666666666
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,Energy Efficiency Regulations - Subsidiary Legislation 623.07,2020-03-10,2021-03-02,"Energy, Environment",357.0,51.0,11.9
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,"Energy Efficiency Regulations, 2021 - REGULATOR FOR ENERGY AND WATER SERVICES ACT(CAP. 545) and BUILDING REGULATION ACT(CAP. 513)",2020-03-10,2021-03-02,"Energy, Environment",357.0,51.0,11.9
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,"Energy Efficiency and Cogeneration (Amendment) Regulations, 2020 - REGULATOR FOR ENERGY AND WATER SERVICES ACT(CAP. 545) and BUILDING REGULATION ACT(CAP. 513)",2020-03-10,2020-04-03,"Energy, Environment",24.0,3.4285714285714284,0.8
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,"Energy Performance of Buildings (Amendment) Regulations, 2020 - BUILDING REGULATION ACT(CAP. 513)",2020-03-10,2020-04-03,"Energy, Environment",24.0,3.4285714285714284,0.8
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,"Energy Performance of Buildings (Amendment) Regulations, 2022 - BUILDING AND CONSTRUCTION AUTHORITY ACT(CAP. 623)",2020-03-10,2022-09-14,"Energy, Environment",918.0,131.14285714285714,30.6
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,"Energy Performance of Buildings (Amendment) Regulations, 2023",2020-03-10,2023-12-22,"Energy, Environment",1382.0,197.42857142857142,46.06666666666667
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,"Malta National Annex / Datasheet to Overarching EPB standards for Non-Dwellings EN ISO 52000-1, 52003-1, 52010-1, 52016-1, 52018-1",2020-03-10,2024-10-22,"Energy, Environment",1687.0,241.0,56.233333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,"Malta National Annex/ Datasheet to overarching EPB standards for Dwellings EN ISO 52000-1, 52003-1, 52010-1, 52016-1, 52018-1",2020-03-10,2024-10-22,"Energy, Environment",1687.0,241.0,56.233333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,MLT,Malta,Malta National Calculation Methodology,2020-03-10,,"Energy, Environment",,,
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,NLD,Netherlands,"-	Regeling van de Minister van Binnenlandse Zaken en Koninkrijksrelaties van 29 oktober 2020, nr. 2020-0000627317 tot wijziging van de Regeling energieprestatie gebouwen en enige andere regelingen in verband met de aanpassing van de methodiek voor het bepalen van de energieprestatie van gebouwen en de inijking van energielabels
Stcrt. 2020, 57490",2020-03-10,2020-11-05,"Energy, Environment",240.0,34.285714285714285,8.0
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,NLD,Netherlands,Besluit ter implementatie van richtlijn 2018/844 (tweede herziening EPBD),2020-03-10,2020-03-04,"Energy, Environment",-6.0,-0.8571428571428571,-0.2
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,NLD,Netherlands,"Besluit van 13 december 2019, houdende wijziging van het Bouwbesluit 2012 en van enkele andere besluiten inzake bijna energie-neutrale nieuwbouw
Stb. 2019, 501",2020-03-10,2019-12-13,"Energy, Environment",-88.0,-12.571428571428571,-2.933333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,NLD,Netherlands,Besluit van 30 augustus 2023 tot wijziging van het Besluit bouwwerken leefomgeving en het Bouwbesluit 2012 in verband met de uitzonderingsmogelijkheid van de keuringsplicht voor airconditioning- en verwarmingssystemen,2020-03-10,2023-09-06,"Energy, Environment",1275.0,182.14285714285714,42.5
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,NLD,Netherlands,"Regeling van de Minister van Binnenlandse Zaken en Koninkrijksrelaties van 13 juli 2020, nr. 2020-0000414055, houdende wijziging van de Regeling Bouwbesluit 2012 inzake bijna energie-neutrale nieuwbouw",2020-03-10,2020-07-15,"Energy, Environment",127.0,18.142857142857142,4.233333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,NLD,Netherlands,"Regeling van de Minister van Binnenlandse Zaken en Koninkrijksrelaties van 6 maart 2020, houdende wijziging van de Regeling Bouwbesluit 2012 en de Regeling energieprestatie gebouwen inzake de implementatie van de tweede herziening van de richtlijn energieprestatie gebouwen",2020-03-10,2020-03-09,"Energy, Environment",-1.0,-0.14285714285714285,-0.03333333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Rozporządzenie Ministra Klimatu z dnia 7 kwietnia 2020 r. w sprawie szczegółowych zasad kształtowania i kalkulacji taryf oraz rozliczeń z tytułu zaopatrzenia w ciepło,2020-03-10,2020-04-23,"Energy, Environment",44.0,6.285714285714286,1.4666666666666666
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Rozporządzenie Ministra Rozwoju z dnia 11 września 2020 r. w sprawie szczegółowego zakresu i formy projektu budowlanego (tekst jednolity),2020-03-10,2022-08-10,"Energy, Environment",883.0,126.14285714285714,29.433333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,"Rozporządzenie Ministra Rozwoju z dnia 16 września 2020 r. zmieniające rozporządzenie w sprawie warunków technicznych, jakim powinny odpowiadać budynki i ich usytuowanie",2020-03-10,2020-09-18,"Energy, Environment",192.0,27.428571428571427,6.4
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Ustawa z dnia 11 stycznia 2018 r. o elektromobilności i paliwach alternatywnych (tekst jednolity),2020-03-10,2022-04-07,"Energy, Environment",758.0,108.28571428571429,25.266666666666666
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Ustawa z dnia 2 grudnia 2021 r. o zmianie ustawy o elektromobilności i paliwach alternatywnych oraz niektórych innych ustaw,2020-03-10,2021-12-09,"Energy, Environment",639.0,91.28571428571429,21.3
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Ustawa z dnia 21 listopada 2008 r. o wspieraniu termomodernizacji i remontów(tekst jednolity),2020-03-10,2020-01-08,"Energy, Environment",-62.0,-8.857142857142858,-2.066666666666667
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Ustawa z dnia 23 stycznia 2020 r. o zmianie ustawy o wspieraniu termomodernizacji i remontów,2020-03-10,2020-03-12,"Energy, Environment",2.0,0.2857142857142857,0.06666666666666667
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Ustawa z dnia 29 sierpnia 2014 r. o charakterystyce energetycznej budynków (tekst jednolity),2020-03-10,2021-03-18,"Energy, Environment",373.0,53.285714285714285,12.433333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Ustawa z dnia 7 lipca 1994 r. - Prawo budowlane (tekst jednolity),2020-03-10,2021-12-21,"Energy, Environment",651.0,93.0,21.7
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,POL,Poland,Ustawa z dnia 7 października 2022 r. o zmianie ustawy o charakterystyce energetycznej budynków oraz ustawy – Prawo budowlane,2020-03-10,2022-10-27,"Energy, Environment",961.0,137.28571428571428,32.03333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Decreto-Lei n.º 101-D/2020 de 7 de dezembro - Estabelece os requisitos aplicáveis a edifícios para a melhoria do seu desempenho energético e regula o Sistema de Certificação Energética de Edifícios, transpondo a Diretiva (UE) 2018/844 e parcialmente a Diretiva (UE) 2019/944",2020-03-10,2020-12-07,"Energy, Environment",272.0,38.857142857142854,9.066666666666666
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Decreto-Lei n.º 101-D/2020 de 7 de dezembro - Estabelece os requisitos aplicáveis a edifícios para a melhoria do seu desempenho energético e regula o Sistema de Certificação Energética de Edifícios, transpondo a Diretiva (UE) 2018/844 e parcialmente a Diretiva (UE) 2019/944",2020-03-10,2020-12-07,"Energy, Environment",272.0,38.857142857142854,9.066666666666666
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Decreto-Lei n.º 102/2021, de 19 de novembro, Diário da República n.º 225/2021, Série I de 2021-11-19, Estabelece os requisitos de acesso e de exercício da atividade dos técnicos do Sistema de Certificação Energética dos Edifícios",2020-03-10,2021-11-19,"Energy, Environment",619.0,88.42857142857143,20.633333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Despacho n.º 1618/2022, de 9 de fevereiro, Diário da República n.º 28/2022, Série II de 2022-02-09, Qualidade do ar no interior dos edifícios",2020-03-10,2022-02-09,"Energy, Environment",701.0,100.14285714285714,23.366666666666667
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Despacho n.º 6476-A/2021, de 1 de julho, Diário da República n.º 126/2021, 1º Suplemento, Série II de 2021-07-01, páginas 2 - 8, Determina o restante conteúdo obrigatório dos certificados energéticos, nos termos do disposto no n.º 4 do artigo 20.º do Decreto-Lei n.º 101-D/2020, de 7 de dezembro",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Despacho n.º 6476-B/2021, de 1 de julho, Diário da República n.º 126/2021, 1º Suplemento, Série II de 2021-07-01, páginas 9 - 20, Aprova os critérios de seleção e as metodologias aplicáveis aos processos de verificação da qualidade da informação produzida no âmbito do Sistema de Certificação Energética dos Edifícios (SCE)",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Despacho n.º 6476-C/2021, de 1 de julho, Diário da República n.º 126/2021, 1º Suplemento, Série II de 2021-07-01, páginas 21 - 26, Aprova as condições referentes à manutenção dos sistemas técnicos instalados em edifícios, a periodicidade e as condições de realização da inspeção periódica dos sistemas técnicos e o modelo do relatório",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Despacho n.º 6476-D/2021, de 1 de julho, Diário da República n.º 126/2021, 1º Suplemento, Série II de 2021-07-01, Aprova os requisitos para a elaboração do Plano de Melhoria do Desempenho Energético dos Edifícios (PDEE)",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Despacho n.º 6476-E/2021, de 1 de julho, Diário da República n.º 126/2021, 1º Suplemento, Série II de 2021-07-01, páginas 30 - 32, Aprova os requisitos mínimos de conforto térmico e de desempenho energético aplicáveis à conceção e renovação dos edifícios",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Despacho n.º 6476-H/2021, de 1 de julho, Diário da República n.º 126/2021, 2º Suplemento, Série II de 2021-07-01, páginas 66 - 316, Aprova o Manual do Sistema de Certificação Energética dos Edifícios (SCE)",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Portaria n.º 138-G/2021, de 1 de julho, Diário da República n.º 126/2021, 2º Suplemento, Série I de 2021-07-01, Estabelece os requisitos para a avaliação da qualidade do ar interior nos edifícios de comércio e serviços, incluindo os limiares de proteção, condições de referência e critérios de conformidade, e a respetiva metodologia para a medição dos poluentes e para a fiscalização do cumprimento das normas aprovadas",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Portaria n.º 138-H/2021, de 1 de julho, Diário da República n.º 126/2021, 2º Suplemento, Série I de 2021-07-01, Regulamenta as atividades dos técnicos e as competências da entidade gestora do Sistema de Certificação Energética dos Edifícios e fixa os valores do registo dos certificados energéticos",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Portaria n.º 138-I/2021, de 1 de julho, Diário da República n.º 126/2021, 2º Suplemento, Série I de 2021-07-01, páginas 12 - 53, Regulamenta os requisitos mínimos de desempenho energético relativos à envolvente dos edifícios e aos sistemas técnicos e a respetiva aplicação em função do tipo de utilização e específicas características técnicas",2020-03-10,2021-07-01,"Energy, Environment",478.0,68.28571428571429,15.933333333333334
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Portaria n.º 28/2022, de 10 de janeiro, Diário da República n.º 6/2022, Série I de 2022-01-10, Regulamenta o conteúdo e os critérios de avaliação dos exames a realizar para acesso e exercício da atividade dos técnicos do Sistema de Certificação Energética dos Edifícios",2020-03-10,2022-01-10,"Energy, Environment",671.0,95.85714285714286,22.366666666666667
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Resolução do Conselho de Ministros n.º 104/2020, de 24 de novembro, Diário da República n.º 229/2020, Série I de 2020-11-24, páginas 5 - 14, Aprova o Programa de Eficiência de Recursos na Administração Pública para o período até 2030",2020-03-10,2020-11-24,"Energy, Environment",259.0,37.0,8.633333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Resolução do Conselho de Ministros n.º 11/2024, de 8 de janeiro, Diário da República n.º 5/2024, Série I de 2024-01-08, páginas 69 - 121, Aprova a Estratégia Nacional de Longo Prazo para o Combate à Pobreza Energética 2023-2050",2020-03-10,2024-01-08,"Energy, Environment",1399.0,199.85714285714286,46.63333333333333
32018L0844,Directive (EU) 2018/844 of the European Parliament and of the Council of 30 May 2018 amending Directive 2010/31/EU on the energy performance of buildings and Directive 2012/27/EU on energy efficiency (Text with EEA relevance),2018-05-30,2018-07-09,True,PRT,Portugal,"Resolução do Conselho de Ministros n.º 8-A/2021, de 3 de fevereiro, Diário da República n.º 23/2021, 1º Suplemento, Série I de 2021-02-03, páginas 2 - 105, Aprova a Estratégia de Longo Prazo para a Renovação dos Edifícios",2020-03-10,2021-02-03,"Energy, Environment",330.0,47.142857142857146,11.0
