CELEX,DirectiveName_short,AmendedName_short,Date of document,Date of effect,Amending,Country Code,Country,MeasureTitle_short,Transposition Deadline,Publication Date,Subject matter,Compliance_days,Compliance_weeks,Compliance_months,Infringement_Procedure,Infringement_Name,Publication Year,Media salience (MC),Climate articles (MC),Total articles (MC),year,Climate salience (GT),Economy salience (GT),Relative Climate salience (RCM),Country Code.1,Country.1,Cabinet,Start Date,Coalition Size,Technical Cabinet,Total Seats,Total Vote Share,Left-Right,State-Market,Liberty-Authority,EU Anti-Pro,Environment Protection,Nuclear Energy,Climate Energy,Renewables,Sustainable Development,Welfare State,International Peace
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,EAG-Marktprämienverordnung (EAG-,2021-06-30,2022-10-04,"Energy, Environment",461.0,65.85714285714286,15.366666666666667,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Erneuerbare-Wärme-Gesetz (EWG),2021-06-30,2024-02-28,"Energy, Environment",973.0,139.0,32.43333333333333,False,,2024.0,1865.9234972677596,682928.0,147243021.0,2024.0,9.0,31.333333333333332,0.2872340425531915,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Erneuerbaren-Ausbau-Gesetz (EAG),2021-06-30,2021-07-27,"Energy, Environment",27.0,3.857142857142857,0.9,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Erneuerbaren-Ausbau-Gesetzespake,2021-06-30,2021-07-27,"Energy, Environment",27.0,3.857142857142857,0.9,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Gesetz vom 04. Juli 2019 über di,2021-06-30,2024-02-29,"Energy, Environment",974.0,139.14285714285714,32.46666666666667,False,,2024.0,1865.9234972677596,682928.0,147243021.0,2024.0,9.0,31.333333333333332,0.2872340425531915,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 12. Dezember 2024, mi",2021-06-30,2024-12-19,"Energy, Environment",1268.0,181.1428571428571,42.266666666666666,False,,2024.0,1865.9234972677596,682928.0,147243021.0,2024.0,9.0,31.333333333333332,0.2872340425531915,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 14. Dezember 2022, mi",2021-06-30,2022-12-22,"Energy, Environment",540.0,77.14285714285714,18.0,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 14. Juni 2022, mit de",2021-06-30,2022-06-29,"Energy, Environment",364.0,52.0,12.133333333333333,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 15. Dezember 2021, mi",2021-06-30,2021-12-22,"Energy, Environment",175.0,25.0,5.833333333333333,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 16. Dezember 2021, mi",2021-06-30,2021-12-21,"Energy, Environment",174.0,24.857142857142858,5.8,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 24. Jänner 2019, mit ",2021-06-30,2019-01-30,"Energy, Environment",-882.0,-126.0,-29.4,False,,2019.0,2593.586301369863,946659.0,158910219.0,2019.0,3.5833333333333335,29.166666666666668,0.1228571428571428,AUT,Austria,Kurz I,2017-12-18,2.0,False,113.0,57.5,7.321623478260869,6.668423478,8.024540869565218,5.741559130434783,3.8375739130434785,1.4346608695652177,1.7564956521739132,1.7564956521739132,3.0428608695652173,11.1192,0.1177826086956521
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 26. April 2022, mit d",2021-06-30,2022-06-28,"Energy, Environment",363.0,51.857142857142854,12.1,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Gesetz vom 28. März 2019 über da,2021-06-30,2019-05-22,"Energy, Environment",-770.0,-110.0,-25.666666666666668,False,,2019.0,2593.586301369863,946659.0,158910219.0,2019.0,3.5833333333333335,29.166666666666668,0.1228571428571428,AUT,Austria,Kurz I,2017-12-18,2.0,False,113.0,57.5,7.321623478260869,6.668423478,8.024540869565218,5.741559130434783,3.8375739130434785,1.4346608695652177,1.7564956521739132,1.7564956521739132,3.0428608695652173,11.1192,0.1177826086956521
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 28. März 2019, mit de",2021-06-30,2019-04-10,"Energy, Environment",-812.0,-116.0,-27.066666666666663,False,,2019.0,2593.586301369863,946659.0,158910219.0,2019.0,3.5833333333333335,29.166666666666668,0.1228571428571428,AUT,Austria,Kurz I,2017-12-18,2.0,False,113.0,57.5,7.321623478260869,6.668423478,8.024540869565218,5.741559130434783,3.8375739130434785,1.4346608695652177,1.7564956521739132,1.7564956521739132,3.0428608695652173,11.1192,0.1177826086956521
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 28. September 2021, m",2021-06-30,2021-10-07,"Energy, Environment",99.0,14.142857142857142,3.3,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 4. Juli 2023, mit dem",2021-06-30,2023-07-14,"Energy, Environment",744.0,106.28571428571428,24.8,False,,2023.0,2365.213698630137,863303.0,154649180.0,2023.0,8.0,31.083333333333332,0.257372654155496,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 4. März 2021, mit dem",2021-06-30,2021-05-05,"Energy, Environment",-56.0,-8.0,-1.8666666666666667,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 5. Februar 2025, mit ",2021-06-30,2025-02-07,"Energy, Environment",1318.0,188.28571428571428,43.93333333333333,False,,2025.0,1104.1666666666667,6625.0,2037030.0,2025.0,7.666666666666667,34.0,0.2254901960784313,AUT,Austria,Schallenberg II,2025-01-10,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 6. Juli 2022, mit dem",2021-06-30,2022-07-14,"Energy, Environment",379.0,54.142857142857146,12.633333333333333,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Gesetz vom 7. April 2022 zur Bes,2021-06-30,2022-06-10,"Energy, Environment",345.0,49.285714285714285,11.5,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 7. April 2022, mit de",2021-06-30,2022-04-20,"Energy, Environment",294.0,42.0,9.8,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 7. Juli 2021, mit dem",2021-06-30,2021-07-20,"Energy, Environment",20.0,2.857142857142857,0.6666666666666666,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz vom 9. Juni 2020, mit dem",2021-06-30,2020-08-06,"Energy, Environment",-328.0,-46.857142857142854,-10.933333333333334,False,,2020.0,2055.341530054645,752255.0,170011838.0,2020.0,3.1666666666666665,33.166666666666664,0.0954773869346733,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz über die Erzeugung, Übert",2021-06-30,2024-02-06,"Energy, Environment",951.0,135.85714285714286,31.7,False,,2024.0,1865.9234972677596,682928.0,147243021.0,2024.0,9.0,31.333333333333332,0.2872340425531915,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Gesetz über die Raumplanung (Rau,2021-06-30,2024-09-12,"Energy, Environment",1170.0,167.14285714285714,39.0,False,,2024.0,1865.9234972677596,682928.0,147243021.0,2024.0,9.0,31.333333333333332,0.2872340425531915,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Gesetz über eine Änderung des El,2021-06-30,2020-11-25,"Energy, Environment",-217.0,-31.0,-7.233333333333333,False,,2020.0,2055.341530054645,752255.0,170011838.0,2020.0,3.1666666666666665,33.166666666666664,0.0954773869346733,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Gesetz über eine Änderung des El,2021-06-30,2022-02-22,"Energy, Environment",237.0,33.857142857142854,7.9,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Gesetz über eine Änderung des Ra,2021-06-30,2023-12-07,"Energy, Environment",890.0,127.14285714285714,29.666666666666668,False,,2023.0,2365.213698630137,863303.0,154649180.0,2023.0,8.0,31.083333333333332,0.257372654155496,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz, mit dem das Kärntner Ele",2021-06-30,2021-12-15,"Energy, Environment",168.0,24.0,5.6,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz, mit dem das Wiener Elekt",2021-06-30,2021-12-13,"Energy, Environment",166.0,23.714285714285715,5.533333333333333,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz, mit dem das Wiener Elekt",2021-06-30,2022-07-12,"Energy, Environment",377.0,53.857142857142854,12.566666666666666,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz, mit dem das Wiener Energ",2021-06-30,2022-07-08,"Energy, Environment",373.0,53.285714285714285,12.433333333333334,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz, mit dem die Kärntner Bau",2021-06-30,2021-05-14,"Energy, Environment",-47.0,-6.714285714285714,-1.5666666666666669,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,"Gesetz, mit dem die Kärntner Bau",2021-06-30,2020-12-23,"Energy, Environment",-189.0,-27.0,-6.3,False,,2020.0,2055.341530054645,752255.0,170011838.0,2020.0,3.1666666666666665,33.166666666666664,0.0954773869346733,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Kärntner EAG-Paket-Ausführungsge,2021-06-30,2022-11-07,"Energy, Environment",495.0,70.71428571428571,16.5,False,,2022.0,2400.72602739726,876265.0,157700452.0,2022.0,14.833333333333334,29.75,0.4985994397759103,AUT,Austria,Nehammer,2021-12-06,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
32018L2001,Directive (EU) 2018/2001,,2018-11-12,2018-12-24,False,AUT,Austria,Kärntner Landesverfassung - K-LV,2021-06-30,2021-06-30,"Energy, Environment",0.0,0.0,0.0,False,,2021.0,2697.4821917808217,984581.0,164417440.0,2021.0,7.416666666666667,25.083333333333332,0.2956810631229236,AUT,Austria,Kurz II,2020-01-07,2.0,False,97.0,51.4,5.3880994163424125,5.812810505836576,5.946121011673152,8.260813229571985,5.327268482490273,0.7225019455252919,5.6321225680933855,5.584527237354085,3.183044747081712,13.69057587548638,0.2850311284046692
